"","x"
"151",1.11780739919097
"152",1.19960954269016
"153",1.25538661355453
"154",1.40017545330788
"155",1.88074718051586
"156",1.25403447761431
"157",1.17388038031546
"158",1.45413304869419
"159",1.2230399393882
"160",1.45186840541849
"161",1.19773176140691
"162",1.27967094729007
"163",1.15319483329007
"164",1.26428915200817
"165",1.27847058808423
"166",1.18621406545182
"167",1.13467261734787
"168",1.44557039119494
"169",1.24016619816502
"170",1.37147611753653
"171",1.15801238037594
"172",1.53493884655303
"173",1.11562049794241
"174",1.13355922422666
"175",1.1490408983973
"176",1.16103848200764
"177",1.26602957729415
"178",1.18755451309187
"179",1.11417575745174
"180",1.17097562171984
"181",1.11887482788253
"182",1.31638786909172
"183",1.14070373818345
"184",1.37240439488585
"185",1.16738843603149
"186",1.2062760722329
"187",1.37238363048994
"188",1.17611988771059
"189",1.10940803196048
"190",1.11076686063644
"191",1.36009841315214
"192",1.30758325586755
"193",1.10144230277456
"194",1.16053044971762
"195",1.10661946278894
"196",1.21273527703511
"197",1.24362232867061
"198",1.15106752443982
"199",1.64428262800056
"200",1.17360036900815
"201",1.41299122271623
"202",1.1038718668533
"203",1.16545297543778
"204",1.19289215159514
"205",1.24617421471134
"206",1.1134611551286
"207",1.27192214597
"208",1.34268717875974
"209",1.57584129485392
"210",1.5707860908948
"211",1.20595711832469
"212",1.38996837794801
"213",1.45545950238776
"214",1.14770786063731
"215",3.03575566671087
"216",1.14218198184775
"217",1.28125724471946
"218",1.24237691257263
"219",1.12157219273424
"220",1.10873967407851
"221",1.34954489820686
"222",1.10400606606967
"223",1.13685815412354
"224",1.14515108566577
"225",2.83806630899266
"226",1.25070860810909
"227",1.20774818409025
"228",1.17746975969658
"229",1.14270443462082
"230",1.10911283374007
"231",1.16095252524701
"232",1.23146423488543
"233",1.18335944620339
"234",2.66263110633998
"235",1.37828537145652
"236",1.24950116131572
"237",1.49765206337158
"238",1.11998397732655
"239",1.64202697488982
"240",1.12419867986339
"241",1.18178379601961
"242",1.15037029648716
"243",1.57234375035223
"244",1.15725062708563
"245",1.31696885168734
"246",1.13757629136007
"247",1.24839405399858
"248",1.10312944632656
"249",1.1033361143506
"250",1.13717362520627
"251",1.38358546127347
"252",1.44420784183362
"253",1.16775104020306
"254",1.36895355754713
"255",1.18712277031848
"256",1.12703684854192
"257",1.58460819269344
"258",1.24507373237237
"259",1.21048245037972
"260",1.11503199502332
"261",1.10794289539811
"262",1.11324067263316
"263",1.14774897702789
"264",1.10519140693263
"265",1.19236881297356
"266",1.17251155009549
"267",1.29413544453328
"268",1.28491626602667
"269",5.80425865312297
"270",1.19753183219211
"271",1.11464801332264
"272",16.0944481348996
"273",2.35211286913532
"274",1.59817584312978
"275",1.12947887058445
"276",1.13560664235839
"277",1.10286476513985
"278",1.21276251613656
"279",2.31021942485566
"280",1.1534676554234
"281",1.13146284954089
"282",1.71515353519483
"283",1.24985456411987
"284",1.43795701341585
"285",2.67739772166855
"286",1.25028691064451
"287",2.49902159453495
"288",1.43622718377625
"289",2.77858706959792
"290",1.14860115862109
"291",1.33185679052403
"292",1.97052647353221
"293",2.35496192386446
"294",1.11343639860471
"295",1.13221278167308
"296",1.12221269746474
"297",1.10180027383448
"298",1.94382788634577
"299",1.98682230459867
"300",1.1249047538886
"301",1.12715169833651
"302",11.1260086725347
"303",1.12804195341641
"304",1.13667307863812
"305",1.15797295393624
"306",1.2064370132193
"307",1.62680825624976
"308",12.6069409204393
"309",1.21928616768749
"310",1.20171061887504
"311",1.25429744636844
"312",1.21358144632362
"313",1.13972936479994
"314",2.75716127848877
"315",1.27898526514587
"316",1.12429154344305
"317",1.11944645711475
"318",1.41467086823647
"319",1.2796071706232
"320",1.11652339118784
"321",1.11694526805933
"322",1.33390694376158
"323",1.66726285576627
"324",1.14155428098529
"325",1.94196403415464
"326",3.86706774068082
"327",1.10005899258373
"328",3.77368825137156
"329",1.29236246562768
"330",1.10918600439624
"331",1.16124064268948
"332",1.34500282473085
"333",1.13513110389008
"334",1.11968105677986
"335",1.31457109051575
"336",1.20159984057745
"337",1.14288431214738
"338",1.15520997538103
"339",1.15462274740581
"340",1.10224214405735
"341",1.23902565504205
"342",1.82004916061894
"343",1.18889805777064
"344",1.43778743278085
"345",1.20412535847243
"346",1.26746902242949
"347",1.10167626913291
"348",1.25511958083972
"349",1.4298993244799
"350",1.15968784648461
"351",1.7180880469829
"352",1.1033285927889
"353",1.19287654859969
"354",1.60231930655691
"355",1.16004255849663
"356",1.10141038919425
"357",1.14893347005415
"358",1.23666380377687
"359",1.30582928458719
"360",1.11951067043452
"361",1.6821048409006
"362",1.51024558778643
"363",1.11139493418878
"364",1.32078832470941
"365",1.27250856130742
"366",1.12725267400909
"367",1.50877545023874
"368",6.40859048706767
"369",1.24375564211649
"370",1.20548228662182
"371",1.23503675772622
"372",1.28863207403864
"373",1.11524538954236
"374",1.2180220791279
"375",1.18618749329156
"376",1.10371347857082
"377",1.12877422945367
"378",1.47138630775424
"379",1.32010196759869
"380",1.10292067005496
"381",1.17006392075517
"382",1.13108125898183
"383",1.2656964809319
"384",1.12966889327675
"385",1.1848460991627
"386",1.10931236076924
"387",1.53074276083013
"388",1.34992494168533
"389",2.02878590974747
"390",1.46781465247077
"391",1.10232030232823
"392",1.33345314041567
"393",1.13730822945102
"394",1.12697342751464
"395",1.92770981616243
"396",1.41150880330378
"397",1.36487096038988
"398",1.96732288641079
"399",1.83031481047193
"400",1.10087530052165
"401",1.10140019310349
"402",1.71535298714733
"403",1.11035071000183
"404",1.17257591857769
"405",1.25056503557481
"406",1.22056811068472
"407",1.1410563811829
"408",2.1825065683557
"409",1.29157649646387
"410",1.14633056311145
"411",1.31193893020855
"412",1.12003525811734
"413",1.45772854472878
"414",1.19944218382723
"415",1.35766626846049
"416",1.51233086858826
"417",1.10514163545676
"418",1.30735344384618
"419",1.2074855081615
"420",4.44811215302764
"421",1.18157558598478
"422",1.15454734539679
"423",1.16685466711896
"424",1.30715320402062
"425",1.11209103318004
"426",1.15894068935948
"427",1.32625569270712
"428",1.25519405097253
"429",1.61196292849021
"430",1.11576545294448
"431",1.10487076427105
"432",1.17641247466815
"433",1.30012971978042
"434",1.10033606003648
"435",1.41979297269774
"436",1.16242966115976
"437",1.90426551092001
"438",1.2038677405031
"439",1.98285299757891
"440",1.60936629347499
"441",1.34897678697512
"442",1.17036030819949
"443",1.13624457141095
"444",1.59348944796756
"445",1.11524743749933
"446",1.14064793806505
"447",1.13115364144239
"448",1.66710212503462
"449",1.27645952670585
"450",1.1479345916925
"451",1.18968605861122
"452",1.28291850564296
"453",1.40992316135177
"454",2.67074105676991
"455",1.41663093008163
"456",1.11222025804082
"457",1.1229249067253
"458",1.1333914641645
"459",1.63371901777039
"460",1.78530185339429
"461",1.10256695444834
"462",1.2274133122117
"463",1.2138773573059
"464",1.59428157406834
"465",1.17005342425338
"466",1.36455990601449
"467",1.42832308225416
"468",1.14414623941743
"469",1.34914838068831
"470",1.12313956858036
"471",2.04012788140714
"472",1.12141423253225
"473",1.23199676387167
"474",1.13192878983241
"475",1.15035504286371
"476",1.22315946648812
"477",1.15871755547406
"478",200.172268114046
"479",1.45340708053494
"480",1.14137926909635
"481",1.45774032810373
"482",1.12260994604281
"483",1.32115538424432
"484",1.14486530195734
"485",1.10714382880512
"486",1.84546716260767
"487",1.76725611015747
"488",1.14687820750098
"489",1.23118262861023
"490",1.11963182507884
"491",1.10291064008939
"492",2.38189182425647
"493",1.21582610789944
"494",1.14203509784131
"495",2.1227336974953
"496",1.10070355199899
"497",1.38976385793236
"498",2.95945975697779
"499",1.14516158378824
"500",1.12677540562741
"501",1.27990469252873
"502",1.27019582040571
"503",1.34403339705299
"504",2.21953743753767
"505",1.27091844498402
"506",1.55223641735392
"507",1.18540036273538
"508",1.19709108962182
"509",1.10575696270299
"510",1.28987748487484
"511",1.21355968036784
"512",2.182103172978
"513",1.11609127996169
"514",1.25043224594283
"515",1.1354761826612
"516",1.57219556017322
"517",1.2181865148421
"518",1.12950039440338
"519",2.5529850089684
"520",1.12243899858927
"521",1.3281460953056
"522",1.27149455717227
"523",1.31672446795681
"524",3.59026305724643
"525",1.19150237722221
"526",1.14670910721994
"527",1.1106018295837
"528",4.77774832612215
"529",1.10109324051591
"530",1.32627413299517
"531",1.10641439914071
"532",1.14489348383561
"533",1.22191905233158
"534",1.1222316299206
"535",3.45197793841885
"536",1.13490764941407
"537",1.28378787507402
"538",1.1203674329588
"539",1.18557597020581
"540",1.35960656359142
"541",1.12457794204245
"542",2.06565470246606
"543",1.11995824938809
"544",1.35663606755338
"545",1.13241046331606
"546",1.10368054324952
"547",2.19739720285198
"548",1.11686376701581
"549",1.12437960157156
"550",1.25718229732302
"551",1.30189849329396
"552",1.48035289510907
"553",1.17465218399206
"554",1.11247332846619
"555",1.18759713940034
"556",1.16947337293067
"557",1.14960600531152
"558",1.18753461743043
"559",1.19483499073568
"560",6.94028994001142
"561",3.03379719540623
"562",1.10752397829362
"563",1.12965360168033
"564",1.48947720120866
"565",1.15313037454662
"566",1.15231747046164
"567",1.25068748987667
"568",1.12285337568967
"569",1.18171889222098
"570",1.11284101101851
"571",1.17967328811587
"572",1.1102616521191
"573",1.16932978420154
"574",1.23414720214986
"575",1.10525520243379
"576",1.14055685385054
"577",1.23984441821642
"578",6.23410358029242
"579",1.17546030493227
"580",1.20261933021944
"581",1.11366219878524
"582",1.122771392577
"583",1.1168996357616
"584",1.26913813789156
"585",1.1142704967845
"586",1.64853317339671
"587",1.35042499526325
"588",1.14939049127901
"589",1.10229080510133
"590",1.17068813505431
"591",1.18869901385975
"592",2.60022699017266
"593",1.10316290649096
"594",1.81442833531214
"595",2.10482913234722
"596",1.11339514058024
"597",1.19539364905261
"598",1.29313119598123
"599",1.11169140575139
"600",4.02294982194069
"601",1.41557029836319
"602",1.14512695453197
"603",1.43635726108481
"604",1.31044034770469
"605",1.56489981403958
"606",1.12450385601369
"607",1.67072346983979
"608",1.12131380364958
"609",1.29882756001579
"610",1.26466998915581
"611",1.15806893040318
"612",2.01116718785244
"613",5.37812861483218
"614",1.10069343478075
"615",1.17034109653778
"616",1.12759486283742
"617",1.11199374985435
"618",1.13210560285899
"619",1.10210254679993
"620",3.19624771133837
"621",1.11058154714343
"622",1.1153749179707
"623",1.12864004685738
"624",1.26282910123268
"625",3.30151991002247
"626",1.27168630495063
"627",1.36063936228781
"628",1.11739398075913
"629",1.27317773872814
"630",1.32458696097445
"631",1.13136988883789
"632",1.11816891906283
"633",1.21669575481536
"634",1.13662837958846
"635",1.9395271069177
"636",1.4478159247075
"637",1.1047782422598
"638",1.13259743647715
"639",1.12186554877193
"640",1.23730251653945
"641",1.16752928965144
"642",1.12490600065433
"643",1.11242902308437
"644",1.25717040563624
"645",2.08110375427784
"646",1.15906978022173
"647",1.13372447344193
"648",2.14306515688067
"649",1.32882169774509
"650",1.16193501948966
"651",1.13244146363831
"652",1.10895101833191
"653",1.20865388559732
"654",1.17534225183369
"655",1.13534489235739
"656",1.11644777317273
"657",1.10988959204604
"658",2.72382374356381
"659",1.19749478708061
"660",1.28232479021763
"661",1.11806908544874
"662",1.12373868279082
"663",1.83439685786268
"664",1.13984436921838
"665",1.41899941954198
"666",2.30031555403282
"667",1.10680764587057
"668",1.62471158647495
"669",1.15388113165861
"670",1.5664020982476
"671",5.79247966097263
"672",1.19058983866674
"673",2.13126622168539
"674",1.34896521847473
"675",1.23581720344578
"676",1.16938209537926
"677",1.123699307758
"678",1.48728284294179
"679",1.21599379426795
"680",1.22137672229576
"681",1.13586950484923
"682",1.13944370832795
"683",1.12008481707009
"684",1.11266036584825
"685",1.10492053510186
"686",1.18054470498226
"687",1.19022064893361
"688",1.57566420473416
"689",1.2071360945075
"690",1.38866642630482
"691",3.43480189109146
"692",1.15682259885614
"693",1.18420713745502
"694",1.7000029364543
"695",1.34810124817483
"696",1.17060382613248
"697",1.59525205248725
"698",2.01462520661391
"699",1.23136179853141
"700",1.2782255452372
"701",1.11815522210535
"702",1.37932832774946
"703",5.16254322312968
"704",1.11578570240944
"705",1.29565271446145
"706",1.15756272858072
"707",1.18191551540079
"708",1.26308620167459
"709",1.52911268621985
"710",1.23118690013224
"711",1.157813823576
"712",1.19076066204581
"713",1.15097886040268
"714",1.13667859276272
"715",1.20395468590205
"716",1.2576571739577
"717",14.9289079558992
"718",26.6778093514831
"719",1.10050388138436
"720",1.90668576532425
"721",1.23680189791296
"722",1.138841786566
"723",1.1342766962669
"724",1.11452364166262
"725",1.16370058973467
"726",1.13187418973295
"727",1.11783656721004
"728",1.16240139999827
"729",1.12577895507598
"730",5.21480046470634
"731",1.23778860443133
"732",1.11414990925975
"733",1.15381295673893
"734",1.1080849691156
"735",1.57061103053811
"736",1.31305031516801
"737",1.12407059105025
"738",1.10110486536627
"739",1.30673042847488
"740",79.5073024183748
"741",1.10078127288687
"742",1.66145521223604
"743",2.96630342833524
"744",1.16655323377002
"745",1.30772950504727
"746",1.18822517237618
"747",1.12543484807691
"748",2.41278024765785
"749",1.14336326505184
"750",1.10535998449385
"751",1.35547384512107
"752",1.39547667579513
"753",1.61591364805968
"754",2.36009429525458
"755",1.17835728201946
"756",1.20271205293847
"757",1.20090291495389
"758",1.11243366747937
"759",3.63676624350857
"760",1.48314203142919
"761",1.19335627021554
"762",1.41711938075897
"763",1.17283311255654
"764",1.20586607815529
"765",1.1746612876238
"766",1.6805340812393
"767",1.67333627165876
"768",1.24043323969819
"769",1.14585906453406
"770",1.1523956786844
"771",1.10907712172668
"772",1.12273245751563
"773",1.14738034961219
"774",1.12357726021732
"775",1.76512813622929
"776",1.39333448172441
"777",1.29833748902881
"778",1.24336368833286
"779",1.15668401946233
"780",1.12340885715791
"781",1.38126022253636
"782",1.12179019710673
"783",7.19970091716386
"784",1.15217134241573
"785",1.12294107482608
"786",1.21509256793153
"787",1.48391032555064
"788",6.12250225264354
"789",1.34880614906959
"790",1.10916133496232
"791",1.10702845763641
"792",1.18320844774653
"793",1.44894876608858
"794",1.2028798768697
"795",1.12454706938479
"796",1.24315007962333
"797",1.9428194192776
"798",1.3519664150203
"799",1.27387772685445
"800",1.38061423508135
"801",1.21087846952627
"802",1.27063161487171
"803",1.80754659412172
"804",3.06448825111646
"805",1.37552115039569
"806",1.10320484271066
"807",1.2032632473917
"808",1.20775823577126
"809",1.13316630506359
"810",1.14918333035781
"811",2.96428235941249
"812",1.14334600011928
"813",1.27253751107387
"814",1.1129672547879
"815",1.12865817714768
"816",1.70448329143493
"817",1.33490002767001
"818",1.777033615249
"819",1.1686362357266
"820",1.17702479262363
"821",1.14466153470181
"822",1.31757270904535
"823",1.1643110992039
"824",1.10089568195855
"825",1.1341575980398
"826",2.28503348968012
"827",1.21990669629308
"828",2.81450809676438
"829",1.29136995371717
"830",1.13583204255088
"831",24.0596686065092
"832",1.12921722789743
"833",1.2143536840309
"834",1.13827809166635
"835",1.14943475120722
"836",1.17383872843042
"837",1.14158994799668
"838",1.15152479015996
"839",1.34138220948333
"840",2.00493071356845
"841",1.10386520048723
"842",1.13539699885365
"843",1.16241614308922
"844",1.81650087145373
"845",1.18066089901475
"846",1.37557778813784
"847",1.1111957807691
"848",11.3989618035696
"849",1.4173028608976
"850",1.75359208622698
"851",1.30314845642169
"852",1.13723039894798
"853",1.10082407236602
"854",1.13937059331153
"855",1.19690110984359
"856",1.22745582190407
"857",1.10533868373133
"858",1.81480166055551
"859",2.29708727435052
"860",1.11235228780493
"861",1.23360732364938
"862",3.28792963058809
"863",1.15379058088405
"864",1.21179746074613
"865",1.1610621563115
"866",1.36451004076437
"867",1.62421037239078
"868",1.85664239500026
"869",1.19565572956422
"870",1.18138767594985
"871",1.69732888201254
"872",1.57878373515045
"873",1.1308833939428
"874",1.1884138880673
"875",1.1159734643027
"876",1.14788620581118
"877",8.34560951803743
"878",1.14373630275573
"879",1.11201643014433
"880",1.15754759281953
"881",1.91164063683966
"882",1.10848159540397
"883",1.14749434859627
"884",1.66039161571276
"885",1.13377676530273
"886",1.10602759242257
"887",1.23562384264148
"888",1.3318774329928
"889",1.38035010740718
"890",1.44205022776473
"891",1.17579191002298
"892",1.13179709232359
"893",1.14875024112595
"894",1.1818837007097
"895",1.12297946509529
"896",1.13136449829546
"897",5.79379025728088
"898",1.26003659097936
"899",2.90829482623531
"900",1.12504868950298
"901",1.10817530910894
"902",1.18318613048011
"903",1.11713527951526
"904",1.17044975824375
"905",1.14903228860455
"906",1.19427974910012
"907",1.1307533784003
"908",1.11058622503936
"909",1.1216421436668
"910",2.36383081653502
"911",25.2933794140044
"912",2.86056380185388
"913",1.1152352683256
"914",1.17259272186219
"915",1.31499604049532
"916",1.10418197412024
"917",1.1682713039453
"918",1.18700460328335
"919",1.25800264769036
"920",1.30942206219803
"921",1.12344298504436
"922",3.31176922067611
"923",1.27218058842809
"924",1.11656224108071
"925",1.14276820603725
"926",1.14554761030532
"927",1.28435661628872
"928",1.17923459643867
"929",1.71444394753845
"930",1.12709455397866
"931",1.11262307977617
"932",1.48231684589264
"933",1.12943081269849
"934",1.16682712714616
"935",1.10437542368282
"936",1.61878450631005
"937",1.18891775210395
"938",1.11437396829807
"939",1.11482256027897
"940",5.06786143663591
"941",1.10244583943254
"942",1.20255354880038
"943",1.25456709259164
"944",1.23742751267109
"945",2.05110747430551
"946",1.60696704349578
"947",1.2444648485145
"948",1.28946339573795
"949",1.23872809287719
"950",1.32503650839309
"951",1.1774612062152
"952",1.62984482371694
"953",1.10449317643787
"954",3.20517186507326
"955",1.26608642214936
"956",1.10384447314596
"957",1.15426586032693
"958",2.58780260059399
"959",1.24179038804112
"960",1.23281821496991
"961",1.19547456615227
"962",1.22066650647495
"963",1.15969702013267
"964",1.70062491001115
"965",1.11003340264598
"966",1.17463377789279
"967",1.18130634844239
"968",1.83795797553386
"969",1.13087607997088
"970",1.20752284243617
"971",1.12757129998906
"972",3.10743432734634
"973",1.12173466943934
"974",1.36639479706249
"975",1.34915080683632
"976",1.15478967467637
"977",1.10541639083366
"978",14.6038315933916
"979",1.28147184263529
"980",1.23659120687716
"981",1.21671673016746
"982",1.14003774582113
"983",1.10862371648029
"984",1.15872644728181
"985",1.11072949406546
"986",1.1316800916566
"987",1.71128952068373
"988",1.64050199732982
"989",1.51421637779057
"990",1.22894394271361
"991",2.11917605536309
"992",1.44029252798845
"993",1.17381617878502
"994",1.24763851018175
"995",1.17585007305823
"996",1.12031384336348
"997",1.15505406327416
"998",1.25306800759334
"999",1.14045056413102
"1000",1.89895436748876
